PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2809747,16023681,6,2016-02-08T12:15:00,"4100 Block Penn AV Pittsburgh, PA 15224",N,Bloomfield,5,THEFT/PROP-LOST/MISLAID/DEL,3921(a) Theft by Unlawful Taking or Disposition - Movable item,903,7,2,-79.95487874,40.46557297
2809752,16023695,99,2016-02-08T12:17:00,"3000 Block Marshall RD Pittsburgh, PA 15214",Y,Perry South,1,NA,9498 302 (Mental),2615,1,1,-80.01494751,40.47605942
2809939,16023800,99,2016-02-08T12:30:00,"100 Block Hyman PL Pittsburgh, PA 15213",N,Terrace Village,2,NA,9999 Miscellaneous Report (No Crime),510,6,3,-79.97062077,40.44106114
2809910,16023705,99,2016-02-08T12:40:00,"700 Block Sheridan AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9496 Dead on Arrival (DOA),1113,9,2,-79.91930868,40.46755429
2809911,16023721,99,2016-02-08T12:45:00,"900 Block Western AV Pittsburgh, PA 15233",N,Allegheny West,1,NA,3743 Accidents Involving Damage to Attended Veh. or Property,2201,1,1,-80.01680324,40.45207945
2809810,16024438,6,2016-02-08T12:46:00,"3700 Block Brighton RD Pittsburgh, PA 15212",N,Brighton Heights,1,RETAIL THEFT (SHOPLIFTING),903 Criminal Conspiracy. / 3929 Retail Theft.,2708,1,1,-80.03519475,40.48324656
2809923,16023760,14,2016-02-08T13:00:00,"3500 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2708,1,1,-80.0309005,40.47948376
2811683,16028698,99,2016-02-08T13:00:00,"1100 Block Woodbine ST Pittsburgh, PA 15201",N,Stanton Heights,5,NA,2701 Simple Assault.,1005,9,2,-79.94122873,40.47817883
2809913,16023727,6,2016-02-08T13:00:00,"3600 Block Bates ST Pittsburgh, PA 15213",N,Central Oakland,4,THEFT BICYCLES,3921 Theft by Unlawful Taking or Disposition.,406,3,3,-79.95478664,40.43711319
2814663,16029156,99,2016-02-08T13:13:00,"300 Block KINGSBORO ST PITTSBURGH, PA 15211",Y,Duquesne Heights,6,NA,9999 (Misc. Crime),1911,3,4,-80.00155548,40.42171779
2809915,16023730,6,2016-02-08T13:25:00,"500 Block Oaklynn CT Pittsburgh, PA 15216",N,Banksville,6,THEFT/PROP-LOST/MISLAID/DEL,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.0351918,40.41598923
2809914,16023728,99,2016-02-08T13:26:00,"400 Block W COMMONS Pittsburgh, PA 15212",Y,Allegheny Center,1,NA,9496 Dead on Arrival (DOA),2204,1,1,-80.00544725,40.45027674
2809753,16023699,99,2016-02-08T13:35:00,"3800 Block Haven ST Pittsburgh, PA 15204",Y,Windgap,6,NA,9999 Miscellaneous Report (No Crime),2807,2,5,-80.07986943,40.45897929
2809917,16023736,99,2016-02-08T13:45:00,"Ohio River BL & Mckees Rocks BRDG Pittsburgh, PA 15212",N,Brighton Heights,1,NA,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.04303594,40.47892402
2809918,16023739,5,2016-02-08T14:00:00,"2500 Block Mission ST Pittsburgh, PA 15203",Y,South Side Slopes,3,BURGLARY/NO FORCE/RES,3502 Burglary.,1608,3,4,-79.97206262,40.42281843
2815162,16023798,99,2016-02-08T14:00:00,"2200 Block EAST HILLS DR PITTSBURGH, PA 15221",Y,Homewood South,5,NA,9999 (Misc. Crime),1303,9,2,-79.87302988,40.45388109
2809941,16023813,10,2016-02-08T15:00:00,"900 Block Berry ST Pittsburgh, PA 15204",N,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2022,2,5,-80.06721921,40.44894665
2856677,16169425,99,2016-02-08T15:00:00,Zone 5,N,,5,NA,3124.1 Sexual Assault,,,,,
2810232,16026982,6,2016-02-08T15:00:00,"1100 Block Berdella ST Pittsburgh, PA 15220",N,Elliott,6,MOTOR THEFT (AUTO)-PLATE ONLY,3921 Theft by Unlawful Taking or Disposition.,2020,2,5,-80.04603595,40.44225058
2809326,16023792,7,2016-02-08T15:00:00,"500 Block Lockhart ST Pittsburgh, PA 15212",Y,East Allegheny,1,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.99984337,40.45248653
2809930,16023777,10,2016-02-08T15:07:00,"100 Block Penfort ST Pittsburgh, PA 15214",N,Northview Heights,1,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,2609,1,1,-80.00282222,40.4733496
2809922,16023758,99,2016-02-08T15:10:00,"100 Block S Highland AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9489 Found Property,1115,9,2,-79.92496714,40.46094908
2809928,16023771,10,2016-02-08T15:15:00,"1200 Block Ingham ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,2709(a) Harassment.,2704,1,1,-80.02665208,40.46699683
2809931,16023779,5,2016-02-08T15:15:00,"500 Block S Braddock AV Pittsburgh, PA 15221",N,Point Breeze,4,BURGLARY/FORCE ENT/RES,3502 Burglary.,1406,9,3,-79.8974287,40.4421885
2809934,16023782,26,2016-02-08T15:20:00,"2100 Block White Hill DR Pittsburgh, PA 15219",N,Bedford Dwellings,2,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),509,6,3,-79.98047052,40.44827933
2809933,16023781,99,2016-02-08T15:24:00,"300 Block Stadium ST Pittsburgh, PA 15204",Y,Sheraden,6,NA,9496 Dead on Arrival (DOA),2018,2,5,-80.05200001,40.46067503
2809935,16023788,24,2016-02-08T15:30:00,"Western AV & West End BRDG Pittsburgh, PA 15233",Y,Manchester,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2107,6,1,-80.02415675,40.45053088
2809929,16023772,99,2016-02-08T15:36:00,"2800 Block Banksville RD Pittsburgh, PA 15216",Y,Banksville,6,NA,9497 Aided Case,2023,2,5,-80.04014547,40.40491494
2809991,16024462,6,2016-02-08T16:00:00,"30 Block Carver ST Pittsburgh, PA 15206",N,Larimer,5,THEFT FROM AUTO,3934 Theft from Vehicle,1208,9,2,-79.91623159,40.46552661
2809950,16023831,6,2016-02-08T16:15:00,"600 Block Smithfield ST Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,THEFT FROM BUILDING,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.99740551,40.44152525
2810371,16023839,99,2016-02-08T16:15:00,"100 Block S 18th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.98083281,40.42813128
2810087,16024334,9,2016-02-08T16:29:00,"1200 Block Reedsdale ST Pittsburgh, PA 15212",N,North Shore,1,FORGERY,9999 Miscellaneous Report (No Crime),2205,6,6,-80.01999037,40.44839148
2814418,16032472,6,2016-02-08T16:30:00,"5th AV & Liberty AV Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",201,6,6,-80.0027003,40.44168851
2810372,16023841,99,2016-02-08T16:39:00,"400 Block N Taylor AV Pittsburgh, PA 15212",Y,Central Northside,1,NA,9497 Aided Case,2206,1,1,-80.01129782,40.45693301
2809940,16023803,99,2016-02-08T16:40:00,"5th AV & Wood ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,NA,9489 Found Property,201,6,6,-80.000391,40.44073949
2810370,16023834,21,2016-02-08T16:40:00,"Frankstown AV & East Liberty BL Pittsburgh, PA 15206",Y,Larimer,5,DRIVING UNDER INFLUENCE,3802(a)(1) DUI - General Impairment,1208,9,2,-79.91568151,40.4608223
2810374,16023847,9,2016-02-08T16:45:00,"6300 Block Shakespeare ST Pittsburgh, PA 15206",N,Shadyside,4,FORGERY/COUNTERFEITING/OTHER,4101 Forgery.,708,8,2,-79.92146083,40.45888145
2810378,16023849,7,2016-02-08T16:54:00,"5400 Block Kentucky AV Pittsburgh, PA 15232",N,Shadyside,4,MTR VEH THFT ATTEMPT (AUTO-PASSGR),901 Criminal Attempt,703,8,2,-79.93456357,40.44904231
2810382,16023861,99,2016-02-08T17:15:00,"2900 Block Shadeland AV Pittsburgh, PA 15212",N,Marshall-Shadeland,1,NA,9123 Miscellaneous Fire Other Investigation to Continue,2715,1,1,-80.03040156,40.47069496
2810386,16023864,14,2016-02-08T17:17:00,"1100 Block Western AV Pittsburgh, PA 15233",N,Chateau,1,COMPUTER TRESSPASS - ALTER/ERASE DATA,7615(a)(3) Computer Trespass - Alter/Erase Data,2108,6,1,-80.02053608,40.45166184
2810402,16023901,18,2016-02-08T17:30:00,"400 Block Avery ST Pittsburgh, PA 15212",Y,East Allegheny,1,OPIUM/COCAINE/DERV(SALE/MFG),903 Criminal Conspiracy. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant / 7512 Criminal Use of Communication,2304,1,1,-80.00131232,40.45280701
2810391,16023867,6,2016-02-08T17:30:00,"200 Block 5TH AV Pittsburgh, PA 15219",Y,Golden Triangle/Civic Arena,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207379,40.44122843
2806592,16023880,29,2016-02-08T17:40:00,"6th AV & Smithfield ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,LOCATED RUNAWAY - OUTSIDE CITY,0291 Located Runaway - Outside City,201,6,6,-79.99773116,40.44145645
2809729,16023934,6,2016-02-08T17:55:00,"700 Block E Warrington AV Pittsburgh, PA 15210",Y,Allentown,3,THEFT/PROP-LOST/MISLAID/DEL,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,4,-79.99548539,40.42151101
2810404,16023891,99,2016-02-08T17:55:00,"Highland Park BRDG Pittsburgh, PA 15206",N,Highland Park,5,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1106,9,2,-79.89239473,40.48030572
2810399,16023896,23,2016-02-08T18:23:00,"1400 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,PUBLIC DRUNKENESS,5503 Disorderly Conduct. / 5505 Public Drunkenness,1702,3,4,-79.98403098,40.42864859
2810400,16023898,26,2016-02-08T18:35:00,"200 Block 6th ST Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,ALL OTHER OFFENSES(EXPT TRAFF),601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,201,6,6,-80.00220679,40.44269983
2810405,16023923,6,2016-02-08T18:40:00,"700 Block E Warrington AV Pittsburgh, PA 15210",N,Allentown,3,THEFT/PROP-LOST/MISLAID/DEL,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1803,3,4,-79.99548539,40.42151101
2810406,16023924,14,2016-02-08T19:00:00,"3800 Block California AV Pittsburgh, PA 15212",N,Brighton Heights,1,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 3503 Criminal Trespass,2701,1,1,-80.0404774,40.48445488
2810408,16023942,99,2016-02-08T19:27:00,"Waverly AV & Roslyn ST Swissvale, PA 15218",Y,Outside City,OSC,NA,903 Criminal Conspiracy. / 2702 Aggravated Assault. / 3701 Robbery. / 5104 Resisting Arrest or Other Law Enforcement.,5599,,,-79.88572396,40.41871792
2809802,16024433,6,2016-02-08T19:45:00,"1900 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,4,-79.97896499,40.42846581
2810410,16023951,18,2016-02-08T20:19:00,"200 Block N Graham ST Pittsburgh, PA 15206",Y,Garfield,5,OPIUM/COCAINE/DERV-POSSESS,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1114,9,2,-79.93637061,40.46289996
2810409,16023944,99,2016-02-08T20:30:00,"5500 Block Black ST Pittsburgh, PA 15206",Y,Garfield,5,NA,9999 Miscellaneous Report (No Crime),1114,9,2,-79.92987748,40.46938767
2810411,16023962,6,2016-02-08T20:40:00,"5000 Block Centre AV Pittsburgh, PA 15232",N,Shadyside,4,THEFT/PICK POCKET,3701 Robbery.,709,8,2,-79.94403426,40.45411895
2810413,16023965,21,2016-02-08T20:41:00,"Beechwood BL & SHADY AVE EXT Pittsburgh, PA 15217",Y,Squirrel Hill South,4,DRIVING UNDER INFLUENCE,3802(a)(1) DUI - General Impairment,1414,5,3,-79.92425793,40.41816702
2810431,16023970,6,2016-02-08T20:51:00,"2000 Block Wharton ST Pittsburgh, PA 15203",Y,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance,1702,3,4,-79.97681333,40.43002082
2810414,16023975,10,2016-02-08T21:09:00,"100 Block Camfield ST Pittsburgh, PA 15210",Y,Bon Air,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1806,4,4,-79.99781017,40.41035154
2810419,16024003,6,2016-02-08T21:15:00,"100 Block 43rd ST Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,901,7,2,-79.96392019,40.47286639
2810416,16023992,6,2016-02-08T21:30:00,"4600 Block Penn AV Pittsburgh, PA 15224",N,Bloomfield,5,THEFT FROM AUTO,3934 Theft from Vehicle,903,7,2,-79.94946421,40.46573075
2810415,16023990,99,2016-02-08T21:39:00,"300 Block N Braddock AV Pittsburgh, PA 15208",Y,Point Breeze North,4,NA,9999 Miscellaneous Report (No Crime),1405,9,2,-79.89279811,40.44964666
2810418,16023997,14,2016-02-08T21:55:00,"400 Block N Aiken AV Pittsburgh, PA 15224",Y,Garfield,5,CRIMINAL MISCHIEF (AUTO),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1016,9,2,-79.93431189,40.46776521
2810420,16024007,99,2016-02-08T22:19:00,"Estella AV & Freeland ST Pittsburgh, PA 15210",N,Beltzhoover,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1809,3,4,-80.00045747,40.4190587
2810429,16024028,11,2016-02-08T23:15:00,"1000 Block 5th AV Pittsburgh, PA 15219",N,Bluff,2,THEFT BY DECEPTION,3922 Theft by Deception.,103,6,3,-79.99083635,40.43856481
2810426,16024025,14,2016-02-08T23:15:00,"8400 Block Frankstown AV Pittsburgh, PA 15221",N,East Hills,5,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.87715537,40.45734422
2810424,16024022,10,2016-02-08T23:15:00,"1100 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1702,3,4,-79.98731788,40.42856797
2810430,16024030,3,2016-02-08T23:25:00,"Locust ST & Miltenberger ST Pittsburgh, PA 15219",N,Bluff,2,ROBBERY/HIGHWAY/GUN,3701 Robbery.,103,6,3,-79.98149811,40.43661156
2810034,16024527,99,2016-02-09T00:00:00,"2000 Block Centre AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,NA,9124 Drug Investigation,305,6,3,-79.9799791,40.44358094
2809502,16024042,6,2016-02-09T00:13:00,"3000 Block Ward ST Pittsburgh, PA 15213",N,Central Oakland,4,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,406,3,3,-79.95611026,40.43017318
2809503,16024044,10,2016-02-09T00:24:00,"400 Block Brownsville RD Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,3001,3,4,-79.98912555,40.41324466
2809504,16024052,3,2016-02-09T00:58:00,"Penn AV & N Aiken AV Pittsburgh, PA 15224",N,Bloomfield,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,809,9,2,-79.93645035,40.46466058
2809508,16024084,5,2016-02-09T01:06:00,"200 Block 4th AV Pittsburgh, PA 15222",Y,Golden Triangle/Civic Arena,2,BURGLARY/NO FORCE/NON-RES,3502 Burglary.,201,,,-79.88580981,40.38838006
2809505,16024061,23,2016-02-09T01:20:00,"1300 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5503 Disorderly Conduct. / 5505 Public Drunkenness,1702,3,4,-79.98517511,40.42860697
2809506,16024064,99,2016-02-09T01:20:00,"N Richland ST & Tioga ST Pittsburgh, PA 15208",Y,Homewood South,5,NA,9501 Bench Warrant,1303,9,2,-79.89319865,40.45254127
2809507,16024071,10,2016-02-09T01:30:00,"5800 Block Alderson ST Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1414,5,3,-79.92327843,40.42893166
2806595,16024081,29,2016-02-09T02:00:00,"Ashlyn ST & Surban AV Pittsburgh, PA 15204",Y,Sheraden,6,LOCATED RUNAWAY - OUTSIDE CITY,029 Missing Juvenile,2018,,,0,0
2809509,16024098,14,2016-02-09T02:49:00,"500 Block Hammond ST Pittsburgh, PA 15204",Y,Sheraden,6,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2018,2,5,-80.05129974,40.45519267
2809510,16024117,10,2016-02-09T03:28:00,"100 Block Home ST Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,901,7,2,-79.96069455,40.4751079
2809511,16024140,99,2016-02-09T04:13:00,"500 Block N Euclid AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9999 Miscellaneous Report (No Crime),1113,9,2,-79.92520513,40.46676
2809512,16024151,6,2016-02-09T04:20:00,"2200 Block Wilner DR Pittsburgh, PA 15221",Y,East Hills,5,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.86682966,40.45338758
2809774,16024417,5,2016-02-09T06:30:00,"Bayard (Building 4) RD Pittsburgh, PA 15213",N,Shadyside,4,BURGLARY/NO FORCE/RES,3502 Burglary.,709,8,2,-79.94256353,40.45297698
2809513,16024168,99,2016-02-09T06:44:00,"2400 Block Kingwood ST Pittsburgh, PA 15234",Y,Overbrook,3,NA,9496 Dead on Arrival (DOA),3207,4,4,-79.99518441,40.37879621
2810078,16024302,99,2016-02-09T07:00:00,"800 Block E warrington AV Pittsburgh, PA 15210",N,Allentown,3,NA,9124 Drug Investigation,1803,3,4,-79.99357756,40.42153188
2809514,16024174,99,2016-02-09T07:11:00,"800 Block N Lang AV Pittsburgh, PA 15208",Y,Homewood South,5,NA,9999 Miscellaneous Report (No Crime),1303,9,2,-79.89864582,40.45702233
2809515,16024176,99,2016-02-09T07:16:00,"1400 Block Grandview AV Pittsburgh, PA 15219",Y,Duquesne Heights,3,NA,9999 Miscellaneous Report (No Crime),1911,2,5,-80.02051695,40.43879413
2809519,16024179,99,2016-02-09T07:20:00,"2200 Block Bensonia AV Pittsburgh, PA 15216",Y,Beechview,6,NA,9496 Dead on Arrival (DOA),1920,4,5,-80.03007815,40.40387031
2809520,16024186,6,2016-02-09T07:30:00,"700 Block Melbourne ST Pittsburgh, PA 15217",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle,1517,5,3,-79.93374693,40.42174976
2809521,16024187,5,2016-02-09T07:48:00,"3000 Block Chartiers AV Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY/FORCE ENT/NON-RES,3502 Burglary.,2022,2,5,-80.05856445,40.4544535
2809525,16024192,7,2016-02-09T08:00:00,"2200 Block E Hills DR Pittsburgh, PA 15221",N,East Hills,5,MTR VEH THEFT (AUTO),3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.87302988,40.45388109
2817442,16024258,99,2016-02-09T08:00:00,"1300 Block PAGE ST PITTSBURGH, PA 15233",N,Manchester,1,NA,9999 (Misc. Crime),2107,6,1,-80.02392069,40.45164128
2809526,16024196,14,2016-02-09T08:20:00,"3000 Block Glen Mawr ST Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,2018,2,5,-80.05268816,40.45677446
2814628,16024223,15,2016-02-09T09:00:00,"100 Block MERIDAN ST PITTSBURGH, PA 1521",Y,Duquesne Heights,6,CARRY WEAPONS ON SCHOOL PROP,912 Possession of Weapon on School Property.,1911,2,5,-80.01777042,40.43747645
2819663,16054159,11,2016-02-09T09:00:00,"20 Block Market SQ Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,BAD CHECKS,4105(a)(1) Bad Checks,201,6,6,-80.00211826,40.44096725
2809538,16024252,6,2016-02-09T09:00:00,"1200 Block Voskamp ST Pittsburgh, PA 15212",Y,Spring Garden,1,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2412,1,1,-79.99129593,40.45958025
2810076,16024291,99,2016-02-09T09:30:00,"Mintwood ST & 36th ST Pittsburgh, PA 15201",N,Lower Lawrenceville,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.96411391,40.46329932
2810083,16024331,5,2016-02-09T10:00:00,"3200 Block Kennett SQ Pittsburgh, PA 15213",N,South Oakland,4,BURGLARY/NO FORCE/RES,3502 Burglary.,409,3,3,-79.96117302,40.43429968
2810064,16024274,6,2016-02-09T10:15:00,"Wylie AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3934 Theft from Vehicle,305,,,0,0
2810433,16024998,99,2016-02-09T10:30:00,"5200 Block University C DR Pittsburgh, PA 15219",N,Terrace Village,2,NA,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",510,6,3,-79.96352662,40.4466425
2810023,16024504,11,2016-02-09T10:36:00,"900 Block Elkton ST Pittsburgh, PA 15220",Y,Elliott,6,IMPERSONATING A PUBLIC SERVANT,9999 Miscellaneous Report (No Crime),2020,2,5,-80.03505498,40.44600586
2810179,16024361,10,2016-02-09T10:40:00,"400 Block Brownsville RD Pittsburgh, PA 15210",N,Knoxville,3,TERRORISTIC THREATS,2706 Terroristic Threats.,3001,3,4,-79.98912555,40.41324466
2809537,16024244,99,2016-02-09T10:43:00,"200 Block Carrington ST Pittsburgh, PA 15212",Y,Central Northside,1,NA,2709 Harassment (Non-Specific),2503,6,1,-80.0098599,40.45885435
2810062,16024267,5,2016-02-09T11:00:00,"5400 Block Penn AV Pittsburgh, PA 15206",N,Friendship,5,BURGLARY/FORCE ENT/NON-RES,3502 Burglary.,807,9,2,-79.93641591,40.46444116
2810063,16024273,6,2016-02-09T11:00:00,"100 Block Forbes AV Pittsburgh, PA 15222",N,Golden Triangle/Civic Arena,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00394607,40.44069712
2809360,16024824,15,2016-02-09T11:15:00,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",Y,Perry North,1,CARRY WEAPONS ON SCHOOL PROP,912 Possession of Weapon on School Property.,2602,1,1,-80.01602089,40.48755132
2810060,16024265,11,2016-02-09T11:18:00,"1900 Block Warriors RD Pittsburgh, PA 15205",N,Westwood,6,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,2811,2,5,-80.0479933,40.43024873
2810071,16024266,18,2016-02-09T11:19:00,"Ridge AV & Arch ST Pittsburgh, PA 15212",Y,Allegheny Center,1,OPIUM/COCAINE/DERV-POSSESS,1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 4703 Operation of Vehicle without Official Certif. of Inspection / 13(a)(16) Possession of Controlled Substance / 3714 Careless Driving,2204,1,1,-80.00873072,40.45198734
2810065,16024278,11,2016-02-09T11:25:00,"1700 Block Stratmore ST Pittsburgh, PA 15205",N,Crafton Heights,6,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,2815,2,5,-80.05698971,40.44199727
2810079,16024306,24,2016-02-09T11:48:00,"200 Block Penn AV Pittsburgh, PA 15210",N,St. Clair,3,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),1606,,,-79.98309818,40.41413868
2809542,16024263,6,2016-02-09T12:00:00,"4000 Block Penn AV Pittsburgh, PA 15201",N,Central Lawrenceville,2,RETAIL THEFT (SHOPLIFTING),903 Criminal Conspiracy. / 3929 Retail Theft.,902,7,2,-79.95790764,40.46513539
2827435,16029102,99,2016-02-09T12:00:00,"Millbridge ST Pittsburgh, PA 15210",N,Allentown,3,NA,9999 Miscellaneous Report (No Crime),1803,3,4,-79.99579903,40.42419719
2810073,16024288,11,2016-02-09T12:10:00,"1400 Block Hyde ST Pittsburgh, PA 15205",N,Westwood,6,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,2811,2,5,-80.05607038,40.43412546
2810075,16024289,11,2016-02-09T12:11:00,"2300 Block Valera ST Pittsburgh, PA 15210",N,Carrick,3,IMPERSONATING A PUBLIC SERVANT,4912 Impersonating a Public Servant.,2904,4,4,-79.98740665,40.3879339
